timestamp,atlantsolia_bensin95,atlantsolia_diesel,atlantsolia_bensin95_discount,atlantsolia_diesel_discount,costco_bensin95,costco_diesel,costco_bensin95_discount,costco_diesel_discount,n1_bensin95,n1_diesel,n1_bensin95_discount,n1_diesel_discount,ob_bensin95,ob_diesel,ob_bensin95_discount,ob_diesel_discount,olis_bensin95,olis_diesel,olis_bensin95_discount,olis_diesel_discount,orkan_bensin95,orkan_diesel,orkan_bensin95_discount,orkan_diesel_discount
2026-03-12T18:00:00Z,193.2,217.4,,217.5,178.1,202.3,,,196.7,221.7,,222.7,193.2,217.4,,218.5,215.3,230.9,,220.9,193.1,217.3,,216.4
2026-03-12T18:30:30Z,,,,,,,,,196.7,221.7,202.7,222.7,193.2,217.4,201.0,218.5,,,,,,,,
2026-03-12T18:48:16Z,193.2,217.4,200.0,217.5,178.1,202.3,,,196.7,221.7,202.7,222.7,193.2,217.4,201.0,218.5,215.3,230.9,205.3,220.9,193.1,217.3,198.9,216.4
2026-03-12T19:23:35Z,193.2,217.4,200.0,217.5,178.1,202.3,,,196.7,221.7,202.7,222.7,193.2,217.4,201.0,218.5,215.3,230.9,205.3,220.9,193.1,217.3,198.9,216.4
2026-03-12T19:58:07Z,193.2,217.4,200.0,217.5,178.1,202.3,,,196.7,221.7,202.7,222.7,193.2,217.4,201.0,218.5,215.3,230.9,205.3,220.9,193.1,217.3,198.9,216.4
2026-03-12T20:42:07Z,193.2,217.4,200.0,217.5,178.1,202.3,,,196.7,221.7,202.7,222.7,193.2,217.4,201.0,218.5,215.3,230.9,205.3,220.9,193.1,217.3,198.9,216.4
2026-03-12T21:17:08Z,193.2,217.4,200.0,217.5,178.1,202.3,,,196.7,221.7,202.7,222.7,193.2,217.4,201.0,218.5,215.3,230.9,205.3,220.9,193.1,217.3,198.9,216.4
2026-03-12T21:54:49Z,193.2,217.4,200.0,217.5,178.1,202.3,,,196.7,221.7,202.7,222.7,193.2,217.4,201.0,218.5,215.3,230.9,205.3,220.9,193.1,217.3,198.9,216.4
2026-03-12T22:23:09Z,193.2,217.4,200.0,217.5,178.1,202.3,,,196.7,221.7,202.7,222.7,193.2,217.4,201.0,218.5,215.3,230.9,205.3,220.9,193.1,217.3,198.9,216.4
2026-03-12T22:52:18Z,193.2,217.4,200.0,217.5,178.1,202.3,,,196.7,221.7,202.7,222.7,193.2,217.4,201.0,218.5,215.3,230.9,205.3,220.9,193.1,217.3,198.9,216.4
2026-03-12T23:26:03Z,193.2,217.4,200.0,217.5,178.1,202.3,,,196.7,221.7,202.7,222.7,193.2,217.4,201.0,218.5,215.3,230.9,205.3,220.9,193.1,217.3,198.9,216.4
2026-03-12T23:50:41Z,193.2,217.4,200.0,217.5,178.1,202.3,,,196.7,221.7,202.7,222.7,193.2,217.4,201.0,218.5,215.3,230.9,205.3,220.9,193.1,217.3,198.9,216.4
2026-03-13T01:55:05Z,193.2,217.4,200.0,217.5,178.1,202.3,,,196.7,221.7,202.7,222.7,193.2,217.4,201.0,218.5,215.3,230.9,205.3,220.9,193.1,217.3,198.9,216.4
2026-03-13T04:11:35Z,193.2,217.4,200.0,217.5,178.1,202.3,,,196.7,221.7,202.7,222.7,193.2,217.4,201.0,218.5,215.3,230.9,205.3,220.9,193.1,217.3,198.9,216.4
2026-03-13T05:18:47Z,193.2,217.4,200.0,217.5,178.1,202.3,,,196.7,221.7,202.7,222.7,193.2,217.4,201.0,218.5,215.3,230.9,205.3,220.9,193.1,217.3,198.9,216.4
2026-03-13T06:08:36Z,193.2,217.4,200.0,217.5,178.1,202.3,,,196.7,221.7,202.7,222.7,193.2,217.4,201.0,218.5,215.3,230.9,205.3,220.9,193.1,217.3,198.9,216.4
2026-03-13T07:12:29Z,193.2,217.4,200.0,217.5,178.1,202.3,,,196.7,221.7,202.7,222.7,193.2,217.4,201.0,218.5,215.3,230.9,205.3,220.9,193.1,217.3,198.9,216.4
2026-03-13T07:56:35Z,193.2,217.4,200.0,217.5,178.1,202.3,,,196.7,221.7,202.7,222.7,193.2,217.4,201.0,218.5,215.3,230.9,205.3,220.9,193.1,217.3,198.9,216.4
2026-03-13T08:42:02Z,193.2,217.4,200.0,217.5,178.1,202.3,,,196.7,221.7,202.7,222.7,193.2,217.4,201.0,218.5,215.3,230.9,205.3,220.9,193.1,217.3,198.9,216.4
